target,text
n,18 days until 'minor play dublin then metro station 4/5 days later going to be great! though no cameras allowed when seeing metro station 
n,@winerazzo We do too...haven't been in forever though 
p,http://twitpic.com/6rune - no parking at the zoo today  but now at the bishop museum 
n,"Oh ny gawsh, I'm a loser  fell asleep again."
n,"@JodieGiese I would, as I am seriously jonesin' for some pancakes right now, but I am meeting my father and family at noon. "
n,incredibly mad that i cant sign up to vote for the TCA 
p,http://www.flickr.com/photos/swinglifestyle/  Write a comment on my modeling pics !!! 
n,"@AliAdler but admit it,  your President is already turning out to be a dissapointment "
p,"@modernmami Yeah, well, I'm not looking forward to this week. It's gonna get interesting. But, whatever.   You doing low carb this week?"
p,@MasterBunnyFu LOL can you give me directions? Pretty please 
p,@aprilyim I like the logo. Very well done.  the 2nd #tWiitUP can be my place
p,@mschong143  you rock! Thnx.
n,Oh not feeling well now... i wonder if people in other countries go to cram school as much as we do in taiwan? i really dislike chemistry 
p,That's splendid.  @magicianofoz
n,I'm feeling.. sad? strange? confused? I don't know. 
p,@mileycyrus yeahh and was really awesomeeeeeee ur so pofecional and really was  amaingg love yaa i cant wait for see the movie...!! haha 
n,@yogi135 welcome 2 wisconsin!! Love you! Sorry about ur bag  I hope u get it back! I graduate on Sat.. Call u then :-*
n,"@4029news Wow, you send A LOT of tweets! I'm not sure I can keep up  I want to try since I am interested in local news, but holy cow!"
p,@MAp_MAp Cheers for the ff mate! 
p,Goodnight tweeps! 
p,@newsbee Is that the new cut and colour from today's hairdresser? Nice new pic luv 
p,Just back to school!! 
n,"@lizzietick by the way, I can't believe that you're going to see Star Trek before me  have fun!"
p,@powellinho86 mug 
p,@levarburton do you realize that you are currently on the first page of Digg.com right now LOL 
n,@theBrandiCyrus nice! i want one  
p,@Loouboutin were do u watch it? 
p,@fudgecrumpet What a good Daddy 
n,I DON'T GET IT  
p,@lordtrilink I heard they asked him separately but got him to do it the same way. 
p,Criando o Twitter!! 
p,Oddly enough(kupodivu)  and Luc?  What she doing ?
n,@Rinerin  Yeah want to go to Julliard but I can't afford it!!!! http://twitpic.com/4h5k1
p,@WeirdWorldDe thanks for the news about new album!  #BSB
n,Looking for a admin or LP job in Charlotte NC. Lots of experience. Need to get out of NY asap. 
p,temperature lowered considerably. WTF-Hooray!  Imma gonna go git my fleece Alice throw! 
p,@rockstarin86 Looking good Jeff 
n,woke up feeling like poop today... thats fun 
p,"@_Jacob_2011_ Aaah come one Jake, I'll stay downstairs, I wont watch you get dressed, Nessie wants me there right? "
p,Enjoying my day off and trying out Irish fiddle...I might have discovered my new hobby. 
n,@ultrabrilliant @schwimmersear @andihero @philwal Is this gameporn thing making anyone else miss the BoB? 
p,@ddlovato are you in Germany with miley? and congrats! that's awesome! ps..ur music is so relatable. I love it! &lt;3 
n,Wondering what it will be like to watch the Cats without Jodie?  Won't be quite as much fun for me 
n,goodbye home goodbye beach see you in 12 hours 
p,MTV movie awards today! I'm so excited and nervous! 
p,has sunshine and a day to himself....Fantastic  need to cut the grass now
p,doing my homework of accounting :S in university  tijuanaaaa  UABC
n,@Salesleuth nice... pitty not in Vic 
n,is missing Tehran in these election days 
n,really wants to see blink 182 
p,@joel_birch I am sure I have no idea what you are talking about 
n,Settling down in Manila 
n,Here at Glorietta 5. Window shopping for iphones 
p,@chriscantore It's the mother monkey in us 
n,@princess_wnda : what's wrong with the new guy darl? :p and yeaah i miss you too.NO DOUBT. can't wait to come back home SOON 
n,"There's a white long stretch limo broken down in the middle of the highway ! I wanted to Twitpic the poor bride, but she's crying "
p,@Coco0 please open ur heart to me 
n,"Great, my left earbud is officially brokers. "
n,"@catherinegee I know, would be nice if they could last for ever. Is going to be strange to be moggyless from now "
n,Im craving a mermaid roll!!! But I cant find anywhere in Denver that makes em  I guess I have to go back to Nevada.
n,=-surfing net. want to eat chocolates!!!! 
n,@Cheryl_Prime No luck on Download so far though 
p,Really good and helpful about the various Crisis in the DC Universe - I have read them all  http://crisis2crisis.com/
n,"I love the guy from Cake Boss' voice, I wish he would make me a Britney Spears cake. "
n,@TheDaveCollins sry 404 on your link 
n,Ew. Waking up in the afternoon feels so grimy 
p,Just installed TweetDeck and it's pretty cool! I liked it so far! 
p,@dinalohan hey babe    you sold you daughter many years ago...   we are here to reclaim her for the earth ))
p,@johnco I blame @darrenstenhouse for me only being tempted ! They look so nice 
n,My horoscope says not to sign any contracts today and I signed my time card  is that bad?
n,@GKFennell Hmm. Okaaaaaaaaaaaaaaaaaay. Hehe. I wanted to watch you watch Top Gear  ...hehe&lt;333
n,@icobee I can't read 
p,Any suggestions for a victory song?  Weeeeeeeeeeeeeee~
n,@Ponziniman what!!!?!!? i didn't have any problems. sorry. 
p,@gooddaymason sounds about perfects ;) gok will love you whatever 
n,@allegra0 oh bb. so many hugs to you right now.   &lt;3
n,Damn think my monitor is broken 
n,@GillianMe Yeah he was 
p,oh Florida... I'm going to build a time machine so I live there now 
p,ah I was disappointed at the Xmen Movie. I wanted 2 C more of Ryan Reynolds! still pretty darn good tho  Great night last night btw ;)
p,@Caleb26 ah I know! But it's letting me download the good apps now 
n,@muSicFienDkiCks Kyle was having a moment 
n,"#jonandkate filed for divorce  I'm tired of the media trashing them, it's terrible."
p,@allisyn_a_arm http://twitpic.com/6q935 - Awesome! Looove everything.  Specially the red skirt! Wish I could borrow that from you.
p,"@illuminantceo Indeed, I hope they take your advice.  In any case, twitter trends &amp; ï£¿ fan sites will be the 1st to let us know."
n,my head hurts  ... i have rollers in my hair lol
n,The only person who I'd like to talk right now isn't connected...  GRRRRRRRRRRR !!!!
n,i need clothes 
p,@WGME I certainly hope PEOPLE haven't fallen off the Pier! 
p,@janabelle_xo friday will be fun 
n,is jealous of everyone at Summertime Ball today. really wanted to go... and i actually could've gone but got revision to do for exams! 
n,@zarhooie finally caught up on dw reading. now I know why you're wearing green. 
n,JUST GOT UP NOW IM SAD THINK I JUST LOST A FRIEND THAT WANST MADE YET  AND @YUNGSTET IM MAD AS HELL AT U!!!
n,"@evantravers We did fix that bug; however, we can't retroactively fix your files.  This may help you fix them: http://tinyurl.com/6glkqa"
p,When two of my favorite songs mesh: Love Story meets Viva La Vida. There's a YouTube video: http://tinyurl.com/dyvzsa | You're welcome 
p,"@helfie I'm sorry, I just laughed so hard I cried...I had no idea u were gonna dress like THAT.  ugh so good."
p,@bethanyeve16 welcome to twitter  loveyou x
n,Getting the house ready for the trip. Tiger-Cat is gone for outsourcing ...  will NY be friendly to us?
p,Mario Kart~! How did I beat Kyuhyun!? 
p,@bcuban OMG ... the Hitler Techno Bar is right on top of 7-11! 
n,Tim just left  eating cake.
p,"http://twitpic.com/6syx0 -  @Thecharlatans - Simpatico (some fans say is rubbish, i like it) another @noiselab band, that means sticke ..."
p,Finally home! Time for bed 
n,Band camp day 4. Which is the last day. 
n,"Having a day off due to Jesus (or was it the holy spirit) something like that, hurrah for national holidays. Spending it all cleaning  Boo"
p,@nicholeeexo yesss  you should be getting yours..theres no reason why i think everyone who preordered got it today
p,"@sheepmambo i &lt;3 ones with farnsworth and jim thome. oh, and pecota. EPIC. haha "
n,@redatheart coool! i got really sick so i'm stuck in the house  such a shame that i have never been to the mermaid parade to this day
n,@ahmier hmmm..could be. 
p,"@ShrimpSalad Thanks and it probably is a little goofy, but it's working like a charm! "
p,"Apparently its to b 80 degrees f'heit this weekend,according to my boss. Time to buy the summer flipflops "
n,@AubreyODay aubrey has no love for dean-kelly.com. 
p,@o2sbe Games? You can have some of my work - will gladly share 
n,panicking over her missing cat.  
n,went to Rogers to take them up on their upgrade 3G to 3GS only had white and 16gig. guess I have to wait 
n,#iremember when i used to have loads of money.... stupid recession 
p,"Mornin everyone,  just seen Bobby off, tired, late night and just feel so hungry yet sick :/"
n,Tonight I wanna cry  keith urban is amazing. Watching a movie with kathryn. Then shleeping.
n,@KimSherrell not me  sigh
p,"@altepper If you keep listening, it'll profile your tastes and then give you recommendations based on what you listen to "
n,still waiting....noch iphone OS 3.0 at 15:00 Uhr...   APPLE!!! WHATS UP!!?!?!
n,"@ourteaparty Oh, I love Bringing Up Baby - crazy fun and Cary Grant!  I don't get ABC2 though.  And no worries about email. *hugs*"
p,finally fixed my twitter's background! ) Nick Jonas. check it out if you want. 
p,Meerkat Manor is on now 
p,@1jaredPADALECKI you're always sexy 
p,@teemwilliams AMENNNN! Proud of u 4doin the right thing 
n,@pastelpastel yes. except my chatbox didn't survive...  
p,@hot30 how do i get PCD and lady gaga tix my friend missed out and she is really upset and i want to win tix for her ! 
n,has had enough...  roll on a new week!!! x
n,@thenamesmary is he talking about karen? 
n,waiting for my girl to get off work..not excited about going in tonight 
n,is still tired of the rain 
p,@Chiamaka16 We miss you too 
n,rain in NYC already....Citi Field looking like it will not happen 
p,Her grateful is still &quot;greatful&quot;. Lol! At least it's not 'great full' anymore  So glad I'm not her 
n,"just got up...I can feel a yawn coming on. AAUgh. There we go. Owww, school tomorrow "
n, I changed my mind 
n,@asian_grumpy: you should have come to dennys 
p,@juicy2009  thanks
n,@theweaponislove my brother sold his for 50    and it was working perfectly!
p,not much mum just camehome from QLD 
n,"@alltimeASIAN Try sumopaint next time.  It's like photoshop except online.  I think it's down tonight, though. Which is sad.  "
n,This would be a good time for San Diego... but it's such short notice. 
p,I have sonic 1 on my ipod  I also had it on the sega saturn &lt;&lt; research that!
p,BBQ tomorrow see you there if your invited 
p,@curious1966  Sounds like LOA to me!
n,tring to fall asleep..got work in the am 
n,Am i really studying at the lib on a friday 
p,Movie time so Be on Later 
p,@bamaisme Imma start in about 10 minutes.....i think i want chicken mac and cheese and a salad...my taste is all off 
p,@KeanuFansWoah I need to be apart of this. 
n,@Pink wAt happened at goldy that made u leave? Was lookin forward to seeing u at careys show tomoz  rock out!
n,He won't kiss me......  
p,XTERRA Northwest Cup - Ross is going to hijack my twitter to post race updates today as the action unfolds 
n,Hi- back from kieras- was mint! Had fireworks and stuff! REALLY tired though coz none of us went to sleep until 5am  was great though!
n,@bkgirl68 I miss your cooking already I'm starving 
n,Today was such a good day.  Until my neighbor pissed me off &amp; my head decided to start hurting again.  
p,http://twitpic.com/6bkk4 - Interesting and awesome approach to advertise in my opinion that is. 
n,its raining 
n,uuuuh the party was cancelled 
p,"If he were Orlando Cabrera, he would call up to the press box and have it changed. "
p,"Need to send emails to 100,000  contacts? Check out EmailUnlimited on http://www.4officeautomation.com "
n,@kristylentz  yesy. I wish everyone could just come with me!
p,@jOANNAxeLAiNe your welcome lol  &lt;*Shay*&gt;
n,@RemyBanks I misss you 
